norm_name,raw_name,sources,source_count,ida_ny,ida_oh,nursing_home,charter_school,faith_hospital,oge_trade,fara,capitol_trade,water_epa,opioid,hrsa_340b,opioid_vendor,fara_principal,dol_whd,nih_exporter,osha,msha,cfpb,sam_gov,usaspending
IMPACTLIFE,IMPACTLIFE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IMPACTOFFICE TECHNOLOGIES,IMPACTOFFICE TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IMPECCABLE SOLUTIONS,IMPECCABLE SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IMPERATORE STEEL ERECTORS,IMPERATORE STEEL ERECTORS,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
IMPERIAL BAG PAPER,IMPERIAL BAG PAPER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IMPERIAL CLEANING,IMPERIAL CLEANING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IMPERIAL COMMERCIAL CLEANING,"Imperial Commercial Cleaning, Inc.",dol_whd|ida_ny,2,Y,,,,,,,,,,,,,Y,,,,,,
IMPERIAL COUNTY WORK TRAINING CENTER,IMPERIAL COUNTY WORK TRAINING CENTER,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
IMPERIAL WELD RING,IMPERIAL WELD RING,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
IMPERIAL WOODWORKS,IMPERIAL WOODWORKS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
IMPLENOMICS LLCS,IMPLENOMICS LLCS,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
IMPORTADORA Y EXPORTADORA MARTIN SOCIEDAD ANONIMA,IMPORTADORA Y EXPORTADORA MARTIN SOCIEDAD ANONIMA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IMPRESS USA,"Impress USA, Inc.",dol_whd|ida_ny,2,Y,,,,,,,,,,,,,Y,,,,,,
IMR,IMR,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
IMS,IMS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
IMSAR,IMSAR,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
IN DEPTH EVENTS,IN DEPTH EVENTS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INA A COLEN ACADEMY,INA A. COLEN ACADEMY,charter_school|sam_gov,2,,,,Y,,,,,,,,,,,,,,,Y,
INCADENCE STRATEGIC SOLUTIONS,INCADENCE STRATEGIC SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INCENTIVE AMERICA,INCENTIVE AMERICA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INCENTIVE TECHNOLOGY GROUP,INCENTIVE TECHNOLOGY GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INCHCAPE SHIPPING SERVICES DUBAI,INCHCAPE SHIPPING SERVICES DUBAI,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INCIDENT CATERING SERVICES,INCIDENT CATERING SERVICES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INCYTE,Incyte Corp,capitol_trade|usaspending,2,,,,,,,,Y,,,,,,,,,,,,Y
INDEECO,INDEECO,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDEPENDENCE,Independence,dol_whd|opioid,2,,,,,,,,,,Y,,,,Y,,,,,,
INDEPENDENCE CENTER,INDEPENDENCE CENTER,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INDEPENDENCE CINEMA,INDEPENDENCE CINEMA,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INDEPENDENCE CITY OF,INDEPENDENCE CITY OF,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDEPENDENCE HEALTH SYSTEM,INDEPENDENCE HEALTH SYSTEM INC,dol_whd|nursing_home,2,,,Y,,,,,,,,,,,Y,,,,,,
INDEPENDENCE PLATING,INDEPENDENCE PLATING CORP,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
INDEPENDENCE PROSTHETICS ORTHOTICS,INDEPENDENCE PROSTHETICS ORTHOTICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDEPENDENT COACH,Independent Coach Corp.,dol_whd|ida_ny,2,Y,,,,,,,,,,,,,Y,,,,,,
INDEPENDENT LIVING ASSOCIATION,"""Independent Living Association, Inc.""",ida_ny|sam_gov,2,Y,,,,,,,,,,,,,,,,,,Y,
INDEPENDENT LOG,INDEPENDENT LOG,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDEPENDENT PLUMBING HEATING,INDEPENDENT PLUMBING HEATING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDEPENDENT RECYCLING SERVICES,INDEPENDENT RECYCLING SERVICES,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
INDEPENDENT SCHOOL DISTRICT,INDEPENDENT SCHOOL DISTRICT,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
INDEPENDENT TESTING AGENCY,INDEPENDENT TESTING AGENCY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDESIGN,INDESIGN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDIAN EYES,INDIAN EYES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDIAN HEALTH BOARD OF MINNEAPOLIS,INDIAN HEALTH BOARD OF MINNEAPOLIS INC,hrsa_340b|usaspending,2,,,,,,,,,,,Y,,,,,,,,,Y
INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,hrsa_340b|usaspending,2,,,,,,,,,,,Y,,,,,,,,,Y
INDIAN HEALTH COUNCIL,INDIAN HEALTH COUNCIL,dol_whd|nih_exporter,2,,,,,,,,,,,,,,Y,Y,,,,,
INDIAN HEALTH SERVICE,INDIAN HEALTH SERVICE,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
INDIAN INSTITUTE OF SCIENCE,INDIAN INSTITUTE OF SCIENCE,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INDIAN INVESTMENT CENTRE,Indian Investment Centre,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
INDIAN RIVER CHARTER HIGH SCHOOL,INDIAN RIVER CHARTER HIGH SCHOOL,charter_school|sam_gov,2,,,,Y,,,,,,,,,,,,,,,Y,
INDIAN STREAM HEALTH CENTER,INDIAN STREAM HEALTH CENTER,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
INDIANA DEPARTMENT OF HEALTH,INDIANA DEPARTMENT OF HEALTH,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDIANA DEPARTMENT OF TRANSPORTATION,INDIANA DEPARTMENT OF TRANSPORTATION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDIANA HEALTH CENTERS,INDIANA HEALTH CENTERS INCORPORATED,hrsa_340b|sam_gov,2,,,,,,,,,,,Y,,,,,,,,Y,
INDIANA MILLS MANUFACTURING,INDIANA MILLS MANUFACTURING,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INDIANA PACKERS,INDIANA PACKERS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDIANA STATE UNIVERSITY,INDIANA STATE UNIVERSITY,nih_exporter|osha,2,,,,,,,,,,,,,,,Y,Y,,,,
INDIANA UNIVERSITY HEALTH,INDIANA UNIVERSITY HEALTH INC,hrsa_340b|usaspending,2,,,,,,,,,,,Y,,,,,,,,,Y
INDIANA UNIVERSITY HEALTH CARE ASSOCIATES,INDIANA UNIVERSITY HEALTH CARE ASSOCIATES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDIANAPOLIS PUBLIC SCHOOLS,INDIANAPOLIS PUBLIC SCHOOLS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDIGO ENERGY PARTNERS,INDIGO ENERGY PARTNERS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDIGO GROUP,INDIGO GROUP,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INDIGO MOUNTAIN ENTERPRISES,INDIGO MOUNTAIN ENTERPRISES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDIVIOR,INDIVIOR,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INDO AMERICAN CHAMBER OF COMMERCE,Indo-American Chamber of Commerce,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
INDOOR AIR PROFESSIONALS,INDOOR AIR PROFESSIONALS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUS GROUP,Indus Group Inc.,dol_whd|ida_ny,2,Y,,,,,,,,,,,,,Y,,,,,,
INDUS TECHNOLOGY,INDUS TECHNOLOGY,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIA,INDUSTRIA,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIAL AIR SOLUTIONS,INDUSTRIAL AIR SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL AUTOMATION,INDUSTRIAL AUTOMATION INC,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
INDUSTRIAL CHEMICALS,INDUSTRIAL CHEMICALS,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INDUSTRIAL COMMERCIAL FIRE PROTECTION,INDUSTRIAL COMMERCIAL FIRE PROTECTION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIAL CONTRACTORS,INDUSTRIAL CONTRACTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL DIVERS,INDUSTRIAL DIVERS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIAL DOOR,INDUSTRIAL DOOR,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INDUSTRIAL ECONOMICS,INDUSTRIAL ECONOMICS INCORPORATED,opioid_vendor|usaspending,2,,,,,,,,,,,,Y,,,,,,,,Y
INDUSTRIAL ELECTRONIC ENGINEERS,INDUSTRIAL ELECTRONIC ENGINEERS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL ENGINEERING,INDUSTRIAL ENGINEERING,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INDUSTRIAL ENTERPRISES,"Industrial Enterprises, Inc.",fara_principal|osha,2,,,,,,,,,,,,,Y,,,Y,,,,
INDUSTRIAL FIRE,INDUSTRIAL FIRE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL FORGE,INDUSTRIAL FORGE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL HEAT TRANSFER,INDUSTRIAL HEAT TRANSFER,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INDUSTRIAL HEATING PIPING,INDUSTRIAL HEATING PIPING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL HYGIENE RESOURCES,INDUSTRIAL HYGIENE RESOURCES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIAL INSTRUMENTATION,INDUSTRIAL INSTRUMENTATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL INTEGRATION SERVICES,INDUSTRIAL INTEGRATION SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL MASONRY,INDUSTRIAL MASONRY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL MECHANICAL CONTRACTORS,INDUSTRIAL MECHANICAL CONTRACTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL OPPORTUNITIES,INDUSTRIAL OPPORTUNITIES,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INDUSTRIAL PALLET,INDUSTRIAL PALLET CORP,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
INDUSTRIAL PLATING,INDUSTRIAL PLATING INCORPORATED,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
INDUSTRIAL POLYMER SERVICES,INDUSTRIAL POLYMER SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL POWER,INDUSTRIAL POWER,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL ROOFING,INDUSTRIAL ROOFING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL SCIENCE TECHNOLOGY NETWORK,INDUSTRIAL SCIENCE TECHNOLOGY NETWORK,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
INDUSTRIAL SERVICES,INDUSTRIAL SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INDUSTRIAL SONOMECHANICS,INDUSTRIAL SONOMECHANICS,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INDUSTRIAL STEEL CONSTRUCTION,INDUSTRIAL STEEL CONSTRUCTION INCORPORATED,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL SUPPLY SERVICE L L C,INDUSTRIAL SUPPLY SERVICE L L C,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL SUPPLY SOLUTIONS,INDUSTRIAL SUPPLY SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIAL TRUCK EQUIPMENT,INDUSTRIAL TRUCK EQUIPMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDUSTRIAL TUBE,INDUSTRIAL TUBE CORP,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
INDUSTRIAL WATER ENGINEERING,INDUSTRIAL WATER ENGINEERING,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INDUSTRIAL WATER SOLUTIONS,INDUSTRIAL WATER SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDY FIBER SURFACE CLEANING,INDY FIBER SURFACE CLEANING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDY INTERPRETING,INDY INTERPRETING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INDYNE,INDYNE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INEOS USA,INEOS USA,ida_oh|water_epa,2,,Y,,,,,,,Y,,,,,,,,,,,
INERT PRODUCTS,INERT PRODUCTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INERTIAL LABS,INERTIAL LABS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFINERA,Infinera Corp,capitol_trade|water_epa,2,,,,,,,,Y,Y,,,,,,,,,,,
INFINISOURCE CONSULTING SOLUTIONS,INFINISOURCE CONSULTING SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFINITE BIOMEDICAL TECHNOLOGIES,INFINITE BIOMEDICAL TECHNOLOGIES,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INFINITE COMPUTER SOLUTIONS,INFINITE COMPUTER SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFINITE COOLING,INFINITE COOLING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFINITE ELECTRONICS INTERNATIONAL,INFINITE ELECTRONICS INTERNATIONAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFINITE TECHNOLOGIES,INFINITE TECHNOLOGIES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFINITY BIOLOGIX,INFINITY BIOLOGIX,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INFINITY CONFERENCE GROUP,INFINITY CONFERENCE GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFINITY CONSTRUCTION,INFINITY CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INFINITY LABS,INFINITY LABS,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
INFIOS US,INFIOS US,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFLATION SYSTEMS,INFLATION SYSTEMS,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INFLEXION MANAGEMENT SCIENCES,INFLEXION MANAGEMENT SCIENCES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFO LINK TECHNOLOGIES,INFO LINK TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFO NOW SOLUTIONS,INFO NOW SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFO TECH RESEARCH GROUP,INFO TECH RESEARCH GROUP,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFOBASE PUBLISHERS,INFOBASE PUBLISHERS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFOCISION MANAGEMENT,INFOCISION MANAGEMENT,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INFOMERICA,INFOMERICA,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INFOR US,INFOR US,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFORMA EXHIBITIONS U S CONSTRUCTION REAL ESTATE,INFORMA EXHIBITIONS U S CONSTRUCTION REAL ESTATE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFORMATION,INFORMATION,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INFORMATION CONTROL MANAGEMENT,INFORMATION CONTROL MANAGEMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFORMATION MANAGEMENT RESOURCES,INFORMATION MANAGEMENT RESOURCES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFOSOL,INFOSOL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFOSYS,Infosys Ltd,capitol_trade|dol_whd,2,,,,,,,,Y,,,,,,Y,,,,,,
INFOTECH INNOVATIONS,INFOTECH INNOVATIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFOTECH SOFT,INFOTECH SOFT,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INFOWAVE SYSTEMS,INFOWAVE SYSTEMS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INFRA METALS,INFRA METALS,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INFRARED CAMERAS,INFRARED CAMERAS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFRARED LABORATORIES,INFRARED LABORATORIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INFUSED SOLUTIONS,INFUSED SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INFUSION PUMP REPAIR,INFUSION PUMP REPAIR,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INGALLS SHIPBUILDING,INGALLS SHIPBUILDING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INGENESIS,INGENESIS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INGENIERIA Y SERVICIOS FG SAS,INGENIERIA Y SERVICIOS FG SAS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INGENIOUS TARGETING LABORATORY,INGENIOUS TARGETING LABORATORY,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INGENIUM SPECTRUM SDVOSB JV 2,INGENIUM SPECTRUM SDVOSB JV 2,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INGENUITE,INGENUITE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INGLETT STUBBS INTERNATIONAL,INGLETT STUBBS INTERNATIONAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INGRAM READYMIX,INGRAM READYMIX,msha|osha,2,,,,,,,,,,,,,,,,Y,Y,,,
INGREDION,Ingredion Inc,capitol_trade|water_epa,2,,,,,,,,Y,Y,,,,,,,,,,,
INHALON BIOPHARMA,INHALON BIOPHARMA,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INHOMEPHARMACY,INHOMEPHARMACY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INIMMUNE,INIMMUNE,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INITIAL SECURITY,INITIAL SECURITY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INJECTSENSE,INJECTSENSE,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INK ARCH,INK ARCH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INLAND CONSTRUCTION,INLAND CONSTRUCTION,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
INLAND CONTROL SYSTEMS,INLAND CONTROL SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INLAND EMPIRE FIRE PROTECTION,INLAND EMPIRE FIRE PROTECTION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INLAND NORTHWEST DAIRIES,INLAND NORTHWEST DAIRIES LLC,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
INLAND POWER LIGHT,INLAND POWER LIGHT,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INLAND PRODUCTS,INLAND PRODUCTS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INLAND SERVICE,INLAND SERVICE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INLAND TRUCK PARTS,INLAND TRUCK PARTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INLINE PLASTICS,INLINE PLASTICS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INN AT PORT HADLOCK,INN AT PORT HADLOCK,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNATEVR,INNATEVR,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INNER PARISH SECURITY,INNER PARISH SECURITY,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNER TRUTH,INNER TRUTH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNERFACE ARCHITECTURAL SIGNAGE,INNERFACE ARCHITECTURAL SIGNAGE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNERSPEC TECHNOLOGIES,INNERSPEC TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNODYNE ENGINEERING,INNODYNE ENGINEERING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOMED,INNOMED,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOPLEX,INNOPLEX,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOSENSE,INNOSENSE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVA,INNOVA,ida_oh|osha,2,,Y,,,,,,,,,,,,,,Y,,,,
INNOVA ENGINEERING,INNOVA ENGINEERING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVA PLEX,INNOVA PLEX,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVA SOLUTIONS GROUP,INNOVA SOLUTIONS GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATION GROUP,INNOVATION GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATION HORIZONS,INNOVATION HORIZONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATION NORWAY,Innovation Norway,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
INNOVATION PARTNERS ROC,Innovation Partners ROC LLC,ida_ny|usaspending,2,Y,,,,,,,,,,,,,,,,,,,Y
INNOVATION PATHWAYS,INNOVATION PATHWAYS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INNOVATIVE BOILER SOLUTIONS,INNOVATIVE BOILER SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE BUILDING CONCEPTS,INNOVATIVE BUILDING CONCEPTS,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
INNOVATIVE BUILDING SOLUTIONS,INNOVATIVE BUILDING SOLUTIONS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVATIVE CLEANING SERVICES,INNOVATIVE CLEANING SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVATIVE CONSTRUCTION,INNOVATIVE CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVATIVE CONSTRUCTION SOLUTIONS,INNOVATIVE CONSTRUCTION SOLUTIONS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVATIVE CONSULTING MANAGEMENT SERVICES,INNOVATIVE CONSULTING MANAGEMENT SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE CONTROLS GROUP,INNOVATIVE CONTROLS GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE DESIGN LABS,INNOVATIVE DESIGN LABS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INNOVATIVE ELECTRICAL SOLUTIONS,INNOVATIVE ELECTRICAL SOLUTIONS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INNOVATIVE EXTERIORS,INNOVATIVE EXTERIORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVATIVE FACILITIES SOLUTIONS,INNOVATIVE FACILITIES SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVATIVE FEDERAL OPERATIONS GROUP,INNOVATIVE FEDERAL OPERATIONS GROUP,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
