state_code,county_fips,total_apps,originations,denials,denial_rate,denial_rate_white,denial_rate_black,denial_rate_hispanic,disparity_ratio_black,disparity_ratio_hispanic,white_apps,black_apps,hispanic_apps
PR,72051,204,165.0,39.0,0.1912,0.2011,0.0,0.2012,0.0,1.0,174.0,3.0,164.0
MN,27017,478,430.0,48.0,0.1004,0.1057,0.0,0.0,0.0,0.0,388.0,3.0,6.0
IN,18021,380,326.0,54.0,0.1421,0.1429,0.0,0.3333,0.0,2.33,343.0,1.0,3.0
MO,29111,80,67.0,13.0,0.1625,0.1571,0.0,,0.0,,70.0,2.0,0.0
UT,49025,235,196.0,39.0,0.166,0.178,0.0,0.0,0.0,0.0,191.0,1.0,6.0
IL,17083,351,309.0,42.0,0.1197,0.1171,0.0,0.0,0.0,0.0,299.0,2.0,2.0
KS,20029,119,108.0,11.0,0.0924,0.0989,0.0,0.0,0.0,0.0,91.0,2.0,4.0
NE,31141,413,383.0,30.0,0.0726,0.0789,0.0,0.0867,0.0,1.1,380.0,3.0,150.0
KS,20113,343,325.0,18.0,0.0525,0.0569,0.0,0.0,0.0,0.0,281.0,2.0,10.0
IN,18111,238,221.0,17.0,0.0714,0.0701,0.0,0.1667,0.0,2.38,214.0,2.0,18.0
PA,42047,323,260.0,63.0,0.195,0.205,0.0,,0.0,,278.0,1.0,0.0
VT,50021,625,526.0,99.0,0.1584,0.1529,0.0,0.5,0.0,3.27,425.0,6.0,16.0
MN,27067,474,433.0,41.0,0.0865,0.0829,0.0,0.1296,0.0,1.56,374.0,6.0,54.0
MO,29017,159,131.0,28.0,0.1761,0.1799,0.0,0.0,0.0,0.0,139.0,2.0,1.0
PR,72047,51,41.0,10.0,0.1961,0.2041,0.0,0.1961,0.0,0.96,49.0,1.0,51.0
TN,47129,343,225.0,118.0,0.344,0.3505,0.0,0.2857,0.0,0.82,311.0,2.0,7.0
MI,26031,271,235.0,36.0,0.1328,0.1284,0.0,0.0,0.0,0.0,218.0,1.0,3.0
NC,37099,597,485.0,112.0,0.1876,0.2,0.0,0.125,0.0,0.63,475.0,6.0,16.0
CO,08015,423,371.0,52.0,0.1229,0.1287,0.0,0.2143,0.0,1.66,334.0,1.0,14.0
TN,47013,818,613.0,205.0,0.2506,0.2575,0.0,0.0909,0.0,0.35,734.0,3.0,11.0
CO,08075,310,259.0,51.0,0.1645,0.1769,0.0,0.2286,0.0,1.29,260.0,5.0,35.0
NM,35015,1007,703.0,304.0,0.3019,0.2646,0.0,0.3983,0.0,1.51,718.0,13.0,482.0
CO,08043,799,653.0,146.0,0.1827,0.1702,0.0,0.2195,0.0,1.29,664.0,1.0,41.0
WI,55057,394,334.0,60.0,0.1523,0.1626,0.0,0.2,0.0,1.23,326.0,1.0,5.0
IL,17147,263,235.0,28.0,0.1065,0.1034,0.0,0.3333,0.0,3.22,232.0,4.0,3.0
WI,55067,377,349.0,28.0,0.0743,0.0906,0.0,0.25,0.0,2.76,265.0,1.0,4.0
IL,17033,139,109.0,30.0,0.2158,0.2185,0.0,,0.0,,119.0,1.0,0.0
OR,41001,174,146.0,28.0,0.1609,0.1361,0.0,0.0,0.0,0.0,147.0,1.0,3.0
MO,29173,140,127.0,13.0,0.0929,0.1032,0.0,0.0,0.0,0.0,126.0,4.0,1.0
VT,50017,340,287.0,53.0,0.1559,0.1724,0.0,0.0,0.0,0.0,261.0,3.0,1.0
WV,54025,381,289.0,92.0,0.2415,0.2516,0.0,0.25,0.0,0.99,322.0,2.0,4.0
OK,40105,126,78.0,48.0,0.381,0.3671,0.0,0.7143,0.0,1.95,79.0,1.0,7.0
OH,39059,455,386.0,69.0,0.1516,0.1311,0.0,0.2,0.0,1.53,366.0,5.0,5.0
OK,40009,258,209.0,49.0,0.1899,0.201,0.0,0.2381,0.0,1.18,204.0,4.0,21.0
MI,26063,338,292.0,46.0,0.1361,0.1306,0.0,0.2,0.0,1.53,291.0,2.0,5.0
PR,72153,69,53.0,16.0,0.2319,0.2373,0.0,0.2388,0.0,1.01,59.0,1.0,67.0
ID,16039,491,435.0,56.0,0.1141,0.0975,0.0,0.2037,0.0,2.09,359.0,4.0,54.0
OK,40061,131,89.0,42.0,0.3206,0.3297,0.0,0.0,0.0,0.0,91.0,1.0,1.0
MN,27041,475,439.0,36.0,0.0758,0.0835,0.0,0.0,0.0,0.0,395.0,1.0,5.0
MI,26009,368,315.0,53.0,0.144,0.1415,0.0,0.0,0.0,0.0,311.0,1.0,6.0
KS,20043,89,78.0,11.0,0.1236,0.1286,0.0,0.0,0.0,0.0,70.0,1.0,3.0
NE,31131,210,181.0,29.0,0.1381,0.1285,0.0,0.25,0.0,1.95,179.0,1.0,8.0
CA,06051,300,263.0,37.0,0.1233,0.1183,0.0,0.2857,0.0,2.42,186.0,2.0,21.0
TX,48233,289,234.0,55.0,0.1903,0.1422,0.0,0.1892,0.0,1.33,218.0,3.0,37.0
KS,20041,247,223.0,24.0,0.0972,0.0931,0.0,0.1111,0.0,1.19,204.0,3.0,9.0
IN,18093,698,581.0,117.0,0.1676,0.1645,0.0,0.0769,0.0,0.47,614.0,3.0,13.0
WY,56035,112,98.0,14.0,0.125,0.1209,0.0,0.0,0.0,0.0,91.0,1.0,1.0
OH,39019,348,296.0,52.0,0.1494,0.1478,0.0,0.0,0.0,0.0,291.0,1.0,2.0
MO,29209,747,640.0,107.0,0.1432,0.14,0.0,0.1579,0.0,1.13,607.0,1.0,19.0
TX,48065,100,69.0,31.0,0.31,0.2785,0.0,0.4,0.0,1.44,79.0,1.0,10.0
TX,48057,297,201.0,96.0,0.3232,0.3421,0.0,0.3103,0.0,0.91,228.0,2.0,87.0
OH,39037,583,530.0,53.0,0.0909,0.0918,0.0,0.1111,0.0,1.21,523.0,5.0,9.0
NC,37011,451,363.0,88.0,0.1951,0.1958,0.0,0.1667,0.0,0.85,383.0,1.0,12.0
IN,18017,486,398.0,88.0,0.1811,0.1595,0.0,0.1111,0.0,0.7,395.0,13.0,90.0
IL,17025,119,72.0,47.0,0.395,0.419,0.0,0.0,0.0,0.0,105.0,1.0,1.0
MO,29229,227,183.0,44.0,0.1938,0.1897,0.0,0.25,0.0,1.32,195.0,1.0,4.0
OH,39073,414,334.0,80.0,0.1932,0.2069,0.0,0.0,0.0,0.0,348.0,2.0,3.0
IN,18085,1377,1209.0,168.0,0.122,0.1178,0.0,0.114,0.0,0.97,1205.0,4.0,114.0
KY,21165,124,83.0,41.0,0.3306,0.3423,0.0,0.0,0.0,0.0,111.0,1.0,1.0
PR,72065,103,88.0,15.0,0.1456,0.1429,0.0,0.1563,0.0,1.09,91.0,3.0,96.0
MO,29015,349,310.0,39.0,0.1117,0.1204,0.0,0.0,0.0,0.0,299.0,1.0,5.0
PR,72023,261,213.0,48.0,0.1839,0.1775,0.0,0.1795,0.0,1.01,231.0,4.0,234.0
IN,18075,268,225.0,43.0,0.1604,0.1674,0.0,0.1111,0.0,0.66,239.0,1.0,9.0
IN,18125,204,153.0,51.0,0.25,0.2567,0.0,0.25,0.0,0.97,187.0,1.0,4.0
TX,48003,324,208.0,116.0,0.358,0.3383,0.0,0.4852,0.0,1.43,266.0,1.0,169.0
OR,41017,3573,3181.0,392.0,0.1097,0.105,0.0,0.1618,0.0,1.54,2810.0,5.0,136.0
IA,19095,261,242.0,19.0,0.0728,0.0802,0.0,0.0,0.0,0.0,237.0,2.0,1.0
MO,29119,296,220.0,76.0,0.2568,0.2426,0.0,0.2308,0.0,0.95,235.0,1.0,13.0
MT,30049,966,858.0,108.0,0.1118,0.1094,0.0,0.0,0.0,0.0,823.0,1.0,15.0
TX,48169,56,31.0,25.0,0.4464,0.4048,0.0,0.5,0.0,1.24,42.0,1.0,8.0
OH,39123,700,617.0,83.0,0.1186,0.1149,0.0,0.2105,0.0,1.83,592.0,1.0,19.0
WV,54087,140,110.0,30.0,0.2143,0.2016,0.0,0.5,0.0,2.48,129.0,1.0,2.0
KS,20175,140,120.0,20.0,0.1429,0.0984,0.0,0.1474,0.0,1.5,122.0,1.0,95.0
IN,18169,427,380.0,47.0,0.1101,0.1158,0.0,0.0,0.0,0.0,380.0,4.0,9.0
NE,31019,535,480.0,55.0,0.1028,0.0788,0.0,0.2308,0.0,2.93,444.0,1.0,39.0
WV,54027,339,288.0,51.0,0.1504,0.1375,0.0,0.3636,0.0,2.65,291.0,3.0,11.0
TX,48207,63,44.0,19.0,0.3016,0.32,0.0,0.2222,0.0,0.69,50.0,1.0,9.0
MO,29147,233,209.0,24.0,0.103,0.1034,0.0,0.5,0.0,4.83,203.0,1.0,4.0
MI,26057,484,385.0,99.0,0.2045,0.1884,0.0,0.5,0.0,2.65,414.0,4.0,24.0
OH,39051,573,488.0,85.0,0.1483,0.128,0.0,0.1364,0.0,1.07,500.0,1.0,22.0
IA,19079,163,140.0,23.0,0.1411,0.1642,0.0,0.2857,0.0,1.74,134.0,1.0,14.0
MO,29003,225,195.0,30.0,0.1333,0.1162,0.0,1.0,0.0,8.61,198.0,3.0,2.0
KS,20009,257,213.0,44.0,0.1712,0.175,0.0,0.3125,0.0,1.79,200.0,1.0,32.0
MO,29141,366,308.0,58.0,0.1585,0.1757,0.0,0.4,0.0,2.28,313.0,1.0,5.0
NE,31119,381,333.0,48.0,0.126,0.1218,0.0,0.1139,0.0,0.94,312.0,3.0,79.0
WV,54007,119,82.0,37.0,0.3109,0.3137,0.0,,0.0,,102.0,1.0,0.0
AR,05135,327,262.0,65.0,0.1988,0.2138,0.0,0.1429,0.0,0.67,276.0,1.0,7.0
KS,20205,78,59.0,19.0,0.2436,0.2903,0.0,,0.0,,62.0,2.0,0.0
PA,42005,697,569.0,128.0,0.1836,0.1812,0.0,0.0,0.0,0.0,607.0,3.0,7.0
TX,48131,68,35.0,33.0,0.4853,0.5294,0.0,0.5357,0.0,1.01,51.0,1.0,56.0
UT,49043,980,841.0,139.0,0.1418,0.1391,0.0,0.3208,0.0,2.31,769.0,2.0,53.0
KY,21031,172,130.0,42.0,0.2442,0.2516,0.0,0.0,0.0,0.0,155.0,1.0,2.0
MN,27121,97,90.0,7.0,0.0722,0.0659,0.0,1.0,0.0,15.17,91.0,1.0,1.0
MO,29011,121,108.0,13.0,0.1074,0.1262,0.0,0.1667,0.0,1.32,103.0,1.0,6.0
KS,20011,141,119.0,22.0,0.156,0.1545,0.0,0.0,0.0,0.0,110.0,1.0,3.0
IL,17015,136,121.0,15.0,0.1103,0.1026,0.0,0.0,0.0,0.0,117.0,1.0,6.0
IA,19059,394,382.0,12.0,0.0305,0.0308,0.0,0.0,0.0,0.0,325.0,1.0,3.0
AR,05113,215,131.0,84.0,0.3907,0.4032,0.0,0.6667,0.0,1.65,186.0,1.0,9.0
TX,48237,141,98.0,43.0,0.305,0.2544,0.0,0.4167,0.0,1.64,114.0,2.0,12.0
MI,26087,1245,1050.0,195.0,0.1566,0.1562,0.0,0.2353,0.0,1.51,1069.0,5.0,34.0
KS,20059,433,374.0,59.0,0.1363,0.1296,0.0,0.2,0.0,1.54,355.0,4.0,10.0
IL,17191,125,87.0,38.0,0.304,0.3148,0.0,0.0,0.0,0.0,108.0,1.0,5.0
ND,38105,495,436.0,59.0,0.1192,0.114,0.0,0.1136,0.0,1.0,386.0,6.0,44.0
MT,30081,518,445.0,73.0,0.1409,0.1186,0.0,0.1,0.0,0.84,413.0,1.0,10.0
TN,47057,470,295.0,175.0,0.3723,0.3914,0.0,0.3571,0.0,0.91,419.0,2.0,14.0
OK,40135,591,463.0,128.0,0.2166,0.192,0.0,0.5238,0.0,2.73,375.0,4.0,21.0
KY,21081,495,354.0,141.0,0.2848,0.285,0.0,0.6667,0.0,2.34,421.0,3.0,6.0
NV,32510,605,539.0,66.0,0.1091,0.1144,0.0,0.1743,0.0,1.52,437.0,4.0,109.0
IA,19083,219,189.0,30.0,0.137,0.1617,0.0,0.1818,0.0,1.12,167.0,4.0,11.0
CA,06109,735,643.0,92.0,0.1252,0.1192,0.0,0.1667,0.0,1.4,495.0,4.0,48.0
MT,30101,69,56.0,13.0,0.1884,0.2321,0.0,,0.0,,56.0,1.0,0.0
IL,17133,515,467.0,48.0,0.0932,0.0979,0.0,0.0,0.0,0.0,470.0,1.0,4.0
CO,08019,199,175.0,24.0,0.1206,0.1111,0.0,0.0,0.0,0.0,153.0,1.0,7.0
IA,19099,670,609.0,61.0,0.091,0.0888,0.0,0.1,0.0,1.13,597.0,4.0,10.0
NM,35053,157,102.0,55.0,0.3503,0.3131,,0.4035,,1.29,99.0,0.0,57.0
WY,56023,280,234.0,46.0,0.1643,0.1718,,0.1765,,1.03,227.0,0.0,17.0
WY,56019,94,83.0,11.0,0.117,0.0933,,0.5,,5.36,75.0,0.0,4.0
KY,21203,250,154.0,96.0,0.384,0.393,,,,,229.0,0.0,0.0
MO,29063,121,105.0,16.0,0.1322,0.1376,,0.5,,3.63,109.0,0.0,2.0
MN,27167,96,80.0,16.0,0.1667,0.1481,,0.25,,1.69,81.0,0.0,4.0
MN,27045,284,253.0,31.0,0.1092,0.0977,,0.0,,0.0,256.0,0.0,2.0
MO,29083,366,318.0,48.0,0.1311,0.1306,,0.25,,1.91,314.0,0.0,4.0
NE,31107,55,46.0,9.0,0.1636,0.1042,,,,,48.0,0.0,0.0
MT,30027,139,124.0,15.0,0.1079,0.1062,,,,,113.0,0.0,0.0
IL,17155,64,55.0,9.0,0.1406,0.12,,0.2,,1.67,50.0,0.0,5.0
NE,31035,95,80.0,15.0,0.1579,0.1125,,0.25,,2.22,80.0,0.0,8.0
WA,53001,168,141.0,27.0,0.1607,0.1484,,0.1974,,1.33,128.0,0.0,76.0
KY,21135,190,121.0,69.0,0.3632,0.36,,,,,175.0,0.0,0.0
WV,54109,167,89.0,78.0,0.4671,0.4702,,0.5,,1.06,151.0,0.0,4.0
UT,49039,432,358.0,74.0,0.1713,0.1619,,0.3043,,1.88,383.0,0.0,23.0
AR,05065,220,172.0,48.0,0.2182,0.2209,,0.2857,,1.29,172.0,0.0,7.0
TX,48501,118,63.0,55.0,0.4661,0.3289,,0.4912,,1.49,76.0,0.0,57.0
OR,41025,68,51.0,17.0,0.25,0.2549,,0.0,,0.0,51.0,0.0,3.0
OR,41037,82,60.0,22.0,0.2683,0.2727,,0.0,,0.0,66.0,0.0,4.0
IL,17023,146,117.0,29.0,0.1986,0.2093,,0.5,,2.39,129.0,0.0,2.0
WV,54067,240,171.0,69.0,0.2875,0.3058,,0.6667,,2.18,206.0,0.0,3.0
NE,31023,100,87.0,13.0,0.13,0.125,,0.0,,0.0,88.0,0.0,8.0
MT,30041,168,152.0,16.0,0.0952,0.1,,0.0,,0.0,140.0,0.0,3.0
KY,21175,117,69.0,48.0,0.4103,0.4128,,,,,109.0,0.0,0.0
KY,21011,198,134.0,64.0,0.3232,0.3425,,0.5,,1.46,181.0,0.0,2.0
MI,26141,112,93.0,19.0,0.1696,0.1919,,0.0,,0.0,99.0,0.0,3.0
MN,27071,117,111.0,6.0,0.0513,0.0396,,0.0,,0.0,101.0,0.0,1.0
TX,48069,63,41.0,22.0,0.3492,0.25,,0.2222,,0.89,36.0,0.0,27.0
WV,54095,56,40.0,16.0,0.2857,0.2593,,,,,54.0,0.0,0.0
WI,55065,206,173.0,33.0,0.1602,0.1467,,0.0,,0.0,184.0,0.0,5.0
IA,19009,78,64.0,14.0,0.1795,0.1892,,0.5,,2.64,74.0,0.0,4.0
WY,56045,71,62.0,9.0,0.1268,0.0862,,0.0,,0.0,58.0,0.0,2.0
WY,56015,171,146.0,25.0,0.1462,0.1474,,0.1111,,0.75,156.0,0.0,9.0
ID,16029,106,91.0,15.0,0.1415,0.1163,,0.0,,0.0,86.0,0.0,3.0
PA,42009,607,484.0,123.0,0.2026,0.1893,,0.25,,1.32,560.0,0.0,4.0
UT,49017,80,59.0,21.0,0.2625,0.2899,,0.5,,1.73,69.0,0.0,2.0
IA,19151,72,59.0,13.0,0.1806,0.2034,,1.0,,4.92,59.0,0.0,1.0
MI,26071,149,127.0,22.0,0.1477,0.1293,,0.0,,0.0,116.0,0.0,1.0
NV,32013,276,243.0,33.0,0.1196,0.1218,,0.1111,,0.91,238.0,0.0,45.0
ID,16057,390,352.0,38.0,0.0974,0.1069,,0.0,,0.0,290.0,0.0,2.0
NE,31121,109,96.0,13.0,0.1193,0.1319,,0.0,,0.0,91.0,0.0,9.0
ID,16049,193,163.0,30.0,0.1554,0.1411,,0.6667,,4.72,163.0,0.0,3.0
UT,49023,207,191.0,16.0,0.0773,0.0778,,0.0,,0.0,180.0,0.0,9.0
TX,48489,98,68.0,30.0,0.3061,0.2838,,0.3333,,1.17,74.0,0.0,66.0
AR,05087,272,210.0,62.0,0.2279,0.2183,,0.1818,,0.83,229.0,0.0,22.0
NE,31101,118,107.0,11.0,0.0932,0.0874,,0.25,,2.86,103.0,0.0,4.0
MT,30043,154,137.0,17.0,0.1104,0.1176,,0.0,,0.0,136.0,0.0,1.0
ID,16079,253,232.0,21.0,0.083,0.0751,,0.0,,0.0,213.0,0.0,8.0
IA,19075,256,244.0,12.0,0.0469,0.0381,,0.5,,13.11,236.0,0.0,2.0
IL,17187,152,132.0,20.0,0.1316,0.1364,,0.0,,0.0,132.0,0.0,9.0
MI,26001,150,135.0,15.0,0.1,0.0916,,0.0,,0.0,131.0,0.0,6.0
TN,47137,65,45.0,20.0,0.3077,0.3167,,,,,60.0,0.0,0.0
KY,21057,52,34.0,18.0,0.3462,0.3721,,0.0,,0.0,43.0,0.0,1.0
WI,55083,809,714.0,95.0,0.1174,0.1095,,0.1429,,1.3,685.0,0.0,7.0
NC,37121,248,176.0,72.0,0.2903,0.296,,0.2222,,0.75,223.0,0.0,9.0
AZ,04001,434,226.0,208.0,0.4793,0.1642,,0.5,,3.05,201.0,0.0,34.0
KY,21193,261,123.0,138.0,0.5287,0.5395,,0.5,,0.93,228.0,0.0,2.0
MN,27029,82,69.0,13.0,0.1585,0.1212,,0.0,,0.0,66.0,0.0,3.0
WY,56031,134,119.0,15.0,0.1119,0.104,,0.0,,0.0,125.0,0.0,4.0
PA,42113,83,72.0,11.0,0.1325,0.1216,,,,,74.0,0.0,0.0
SD,46051,99,89.0,10.0,0.101,0.122,,0.0,,0.0,82.0,0.0,8.0
WV,54105,69,40.0,29.0,0.4203,0.4237,,,,,59.0,0.0,0.0
VA,51157,108,93.0,15.0,0.1389,0.1279,,0.0,,0.0,86.0,0.0,2.0
WV,54017,60,39.0,21.0,0.35,0.3585,,,,,53.0,0.0,0.0
MI,26131,55,43.0,12.0,0.2182,0.2381,,0.0,,0.0,42.0,0.0,1.0
ND,38057,93,86.0,7.0,0.0753,0.0933,,0.0,,0.0,75.0,0.0,1.0
ID,16087,156,129.0,27.0,0.1731,0.1463,,0.0,,0.0,123.0,0.0,10.0
WV,54035,337,238.0,99.0,0.2938,0.2924,,0.0,,0.0,301.0,0.0,2.0
CO,08107,491,430.0,61.0,0.1242,0.1287,,0.3158,,2.45,373.0,0.0,19.0
AL,01133,415,319.0,96.0,0.2313,0.2467,,0.125,,0.51,377.0,0.0,8.0
NV,32015,76,65.0,11.0,0.1447,0.1194,,0.0,,0.0,67.0,0.0,6.0
OR,41057,502,430.0,72.0,0.1434,0.1278,,0.1579,,1.24,399.0,0.0,19.0
TX,48461,74,37.0,37.0,0.5,0.5161,,0.6061,,1.17,62.0,0.0,33.0
MT,30009,179,154.0,25.0,0.1397,0.1382,,0.5,,3.62,152.0,0.0,2.0
IN,18037,497,431.0,66.0,0.1328,0.13,,0.2,,1.54,446.0,0.0,35.0
OH,39121,102,84.0,18.0,0.1765,0.1702,,1.0,,5.88,94.0,0.0,1.0
SD,46005,131,114.0,17.0,0.1298,0.1386,,0.375,,2.71,101.0,0.0,8.0
WI,55119,260,231.0,29.0,0.1115,0.1097,,0.0,,0.0,237.0,0.0,4.0
OK,40041,743,548.0,195.0,0.2624,0.1969,,0.6111,,3.1,447.0,0.0,18.0
VT,50013,127,108.0,19.0,0.1496,0.1209,,,,,91.0,0.0,0.0
MI,26041,151,121.0,30.0,0.1987,0.2049,,1.0,,4.88,122.0,0.0,1.0
MO,29065,120,102.0,18.0,0.15,0.1515,,0.5,,3.3,99.0,0.0,2.0
ID,16031,291,244.0,47.0,0.1615,0.1496,,0.2394,,1.6,254.0,0.0,71.0
WV,54023,126,96.0,30.0,0.2381,0.25,,1.0,,4.0,112.0,0.0,1.0
TX,48417,52,38.0,14.0,0.2692,0.2703,,0.5,,1.85,37.0,0.0,2.0
MI,26157,631,542.0,89.0,0.141,0.1299,,0.1538,,1.18,539.0,0.0,13.0
IA,19039,157,137.0,20.0,0.1274,0.1308,,0.15,,1.15,130.0,0.0,20.0
ND,38055,109,98.0,11.0,0.1009,0.117,,0.0,,0.0,94.0,0.0,1.0
CO,08099,98,85.0,13.0,0.1327,0.1098,,0.1389,,1.27,82.0,0.0,36.0
KY,21127,232,108.0,124.0,0.5345,0.555,,1.0,,1.8,218.0,0.0,2.0
IA,19129,299,282.0,17.0,0.0569,0.0522,,0.25,,4.79,249.0,0.0,4.0
IL,17051,263,199.0,64.0,0.2433,0.2448,,0.0,,0.0,241.0,0.0,5.0
KS,20107,166,136.0,30.0,0.1807,0.1862,,0.3333,,1.79,145.0,0.0,6.0
MO,29157,254,210.0,44.0,0.1732,0.1745,,0.0,,0.0,212.0,0.0,4.0
NE,31177,357,310.0,47.0,0.1317,0.125,,0.0,,0.0,312.0,0.0,5.0
WA,53059,174,151.0,23.0,0.1322,0.1111,,0.2222,,2.0,126.0,0.0,9.0
IA,19041,232,217.0,15.0,0.0647,0.0677,,0.1111,,1.64,192.0,0.0,9.0
VA,51017,50,44.0,6.0,0.12,0.1163,,0.0,,0.0,43.0,0.0,1.0
IA,19043,202,186.0,16.0,0.0792,0.0765,,0.25,,3.27,183.0,0.0,4.0
MN,27101,76,74.0,2.0,0.0263,0.0313,,0.25,,8.0,64.0,0.0,4.0
IA,19131,95,75.0,20.0,0.2105,0.2299,,0.0,,0.0,87.0,0.0,2.0
ID,16041,234,201.0,33.0,0.141,0.1408,,0.2857,,2.03,213.0,0.0,7.0
OR,41065,302,251.0,51.0,0.1689,0.1485,,0.2459,,1.66,229.0,0.0,61.0
IN,18161,105,93.0,12.0,0.1143,0.129,,0.0,,0.0,93.0,0.0,3.0
WI,55137,453,380.0,73.0,0.1611,0.1597,,0.125,,0.78,382.0,0.0,8.0
IL,17139,161,134.0,27.0,0.1677,0.1849,,0.0,,0.0,146.0,0.0,3.0
MI,26113,207,173.0,34.0,0.1643,0.1508,,0.5,,3.31,179.0,0.0,4.0
MO,29075,85,68.0,17.0,0.2,0.1772,,0.0,,0.0,79.0,0.0,2.0
WY,56007,212,171.0,41.0,0.1934,0.2056,,0.2188,,1.06,180.0,0.0,32.0
TX,48503,213,156.0,57.0,0.2676,0.3018,,0.25,,0.83,169.0,0.0,20.0
NC,37173,254,201.0,53.0,0.2087,0.2081,,0.25,,1.2,197.0,0.0,4.0
KS,20127,87,74.0,13.0,0.1494,0.1481,,0.3333,,2.25,81.0,0.0,3.0
UT,49033,152,122.0,30.0,0.1974,0.16,,0.1667,,1.04,125.0,0.0,6.0
KY,21091,153,121.0,32.0,0.2092,0.2041,,0.0,,0.0,147.0,0.0,2.0
SD,46015,59,44.0,15.0,0.2542,0.25,,0.0,,0.0,48.0,0.0,2.0
ND,38097,91,84.0,7.0,0.0769,0.0845,,0.0,,0.0,71.0,0.0,2.0
MI,26003,68,57.0,11.0,0.1618,0.2075,,,,,53.0,0.0,0.0
IA,19001,105,93.0,12.0,0.1143,0.1158,,0.0,,0.0,95.0,0.0,2.0
NE,31137,81,68.0,13.0,0.1605,0.1739,,0.0,,0.0,69.0,0.0,1.0
IA,19135,68,59.0,9.0,0.1324,0.1017,,0.0,,0.0,59.0,0.0,1.0
NE,31135,50,44.0,6.0,0.12,0.1042,,0.0,,0.0,48.0,0.0,2.0
IA,19119,160,134.0,26.0,0.1625,0.1748,,0.2857,,1.63,143.0,0.0,7.0
TX,48249,435,249.0,186.0,0.4276,0.4189,,0.451,,1.08,339.0,0.0,255.0
NE,31027,50,43.0,7.0,0.14,0.1591,,0.0,,0.0,44.0,0.0,3.0
CO,08083,280,226.0,54.0,0.1929,0.149,,0.3333,,2.24,208.0,0.0,12.0
IL,17131,214,194.0,20.0,0.0935,0.1038,,0.0,,0.0,183.0,0.0,3.0
IA,19117,140,119.0,21.0,0.15,0.1371,,0.0,,0.0,124.0,0.0,1.0
MT,30003,63,54.0,9.0,0.1429,0.2059,,0.0,,0.0,34.0,0.0,4.0
VT,50019,439,352.0,87.0,0.1982,0.2117,,0.3333,,1.57,326.0,0.0,6.0
KS,20027,81,75.0,6.0,0.0741,0.0833,,0.0,,0.0,72.0,0.0,3.0
VA,51105,250,158.0,92.0,0.368,0.375,,0.3333,,0.89,224.0,0.0,3.0
MI,26105,269,217.0,52.0,0.1933,0.1843,,0.2857,,1.55,217.0,0.0,7.0
ME,23027,511,409.0,102.0,0.1996,0.1872,,0.5,,2.67,406.0,0.0,10.0
AR,05127,141,108.0,33.0,0.234,0.2459,,0.625,,2.54,122.0,0.0,8.0
KY,21237,103,49.0,54.0,0.5243,0.573,,0.0,,0.0,89.0,0.0,1.0
MT,30095,100,90.0,10.0,0.1,0.1163,,,,,86.0,0.0,0.0
SD,46079,181,162.0,19.0,0.105,0.1133,,0.0,,0.0,150.0,0.0,3.0
ND,38071,122,105.0,17.0,0.1393,0.1386,,0.0,,0.0,101.0,0.0,1.0
MN,27159,161,148.0,13.0,0.0807,0.0643,,0.0,,0.0,140.0,0.0,2.0
OK,40151,59,51.0,8.0,0.1356,0.1282,,0.0,,0.0,39.0,0.0,1.0
SD,46077,52,50.0,2.0,0.0385,0.04,,,,,50.0,0.0,0.0
AK,02130,75,64.0,11.0,0.1467,0.1136,,0.0,,0.0,44.0,0.0,3.0
TN,47049,304,241.0,63.0,0.2072,0.2101,,0.3333,,1.59,257.0,0.0,9.0
CO,08121,61,52.0,9.0,0.1475,0.1481,,0.5,,3.38,54.0,0.0,6.0
MO,29221,275,198.0,77.0,0.28,0.2944,,0.0,,0.0,231.0,0.0,1.0
NE,31093,77,69.0,8.0,0.1039,0.1127,,0.1667,,1.48,71.0,0.0,6.0
SD,46125,137,121.0,16.0,0.1168,0.0924,,0.3333,,3.61,119.0,0.0,3.0
WV,54071,63,46.0,17.0,0.2698,0.25,,1.0,,4.0,52.0,0.0,1.0
WI,55113,295,275.0,20.0,0.0678,0.064,,0.0,,0.0,250.0,0.0,1.0
CO,08029,486,414.0,72.0,0.1481,0.1537,,0.2093,,1.36,410.0,0.0,43.0
MO,29203,64,42.0,22.0,0.3438,0.38,,,,,50.0,0.0,0.0
NE,31065,57,47.0,10.0,0.1754,0.1739,,0.0,,0.0,46.0,0.0,1.0
MO,29055,286,250.0,36.0,0.1259,0.1491,,0.0,,0.0,228.0,0.0,4.0
ID,16059,76,69.0,7.0,0.0921,0.0923,,0.5,,5.42,65.0,0.0,2.0
ID,16043,261,208.0,53.0,0.2031,0.1864,,0.5,,2.68,220.0,0.0,2.0
ME,23013,560,476.0,84.0,0.15,0.1535,,0.25,,1.63,469.0,0.0,4.0
MO,29057,93,81.0,12.0,0.129,0.1266,,,,,79.0,0.0,0.0
ID,16063,61,43.0,18.0,0.2951,0.3261,,0.1818,,0.56,46.0,0.0,11.0
IN,18025,136,117.0,19.0,0.1397,0.1417,,0.3333,,2.35,127.0,0.0,3.0
NY,36041,103,82.0,21.0,0.2039,0.2024,,0.0,,0.0,84.0,0.0,2.0
KY,21023,114,86.0,28.0,0.2456,0.2212,,0.0,,0.0,104.0,0.0,2.0
MN,27133,112,100.0,12.0,0.1071,0.1031,,0.0,,0.0,97.0,0.0,3.0
