rank,name,score,source_count,category_count,categories,sources,entity_type
1,Amazon,13,6,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade; opioid_vendor; water_epa,corporate
2,FedEx,11,5,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade; water_epa,corporate
3,International Paper Co.,11,5,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade; water_epa,corporate
4,Tractor Supply Company,11,5,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade; water_epa,corporate
5,Cardinal Health,10,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; opioid; water_epa,corporate
6,Booz Allen Hamilton Inc.,9,5,2,Governing Pays; Where did the money go?,capitol_trade; fara; ida_ny; ida_oh; oge_trade,corporate
7,"Air Products and Chemicals, Inc.",9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade; water_epa,corporate
8,"Bristol-Myers Squibb Co., Inc.",9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade; water_epa,corporate
9,"General Mills, Inc.",9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade; water_epa,corporate
10,McKesson Corporation,9,4,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; opioid,corporate
11,Nucor Corp.,9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade; water_epa,corporate
12,Schlumberger,9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; fara_principal; ida_ny; water_epa,corporate
13,Target Corporation,9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade; water_epa,corporate
14,Thermo Fisher Scientific,9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade; water_epa,corporate
15,Whirlpool,9,4,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade; water_epa,corporate
16,Ford Motor,8,4,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade,corporate
17,General Electric,8,4,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade,corporate
18,International Business Machines,8,4,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade,corporate
19,Lockheed Martin Corp.,8,4,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh; oge_trade,corporate
20,Advanced Drainage Systems,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
21,Avery Dennison,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
22,Carvana,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
23,Caterpillar,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
24,Church Dwight,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
25,City of Atlanta,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; opioid_vendor; water_epa,government
26,City of Vienna,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,fara_principal; opioid; water_epa,government
27,Corning,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; water_epa,corporate
28,Cummins Inc.,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; water_epa,corporate
29,DTE Energy Co,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; water_epa,corporate
30,Marathon Petroleum,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
31,Michigan State University,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; opioid; water_epa,education
32,Mondelez Global,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; water_epa,corporate
33,Owens Corning,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
34,PPG Industries,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
35,Parker Hannifin,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
36,State of Colorado,8,3,3,Governing Pays; Where did the money go?; Who's protecting patients?,capitol_trade; nursing_home; opioid,government
37,State of New Mexico,8,3,3,Governing Pays; Where did the money go?; Who's protecting patients?,capitol_trade; nursing_home; opioid,government
38,"Sunoco, Inc.",8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_ny; water_epa,corporate
39,United Parcel Service,8,3,3,Pollution & Enforcement; Governing Pays; Where did the money go?,capitol_trade; ida_oh; water_epa,corporate
40,"""General Motors, LLC""",7,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh,corporate
41,"""Praxair, Inc.  """,7,3,2,Pollution & Enforcement; Where did the money go?,ida_ny; ida_oh; water_epa,corporate
42,American Regent Inc,7,3,2,Pollution & Enforcement; Where did the money go?,ida_ny; ida_oh; water_epa,corporate
43,Ashland,7,3,2,Pollution & Enforcement; Where did the money go?,ida_oh; opioid; water_epa,corporate
44,Cintas Corporation,7,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh,corporate
45,Eaton,7,3,2,Pollution & Enforcement; Where did the money go?,ida_oh; opioid; water_epa,corporate
46,Ferguson Enterprises,7,3,2,Pollution & Enforcement; Where did the money go?,ida_ny; ida_oh; water_epa,corporate
47,"Huhtamaki, Inc.",7,3,2,Pollution & Enforcement; Where did the money go?,ida_ny; ida_oh; water_epa,corporate
48,Hyponex Corporation,7,3,2,Pollution & Enforcement; Where did the money go?,ida_ny; ida_oh; water_epa,corporate
49,Jefferson County,7,3,2,Pollution & Enforcement; Where did the money go?,opioid; opioid_vendor; water_epa,government
50,Plug Power Inc,7,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; ida_oh,corporate
51,"Preferred Family Healthcare, Inc.",7,3,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid; opioid_vendor,corporate
52,Good Samaritan Hospital,6,4,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; hrsa_340b; nursing_home; water_epa,corporate
53,Mercy Medical Center,6,4,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; hrsa_340b; nursing_home; water_epa,corporate
54,Abbott Laboratories,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade,corporate
55,Amgen,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade,corporate
56,Bank of America Corporation,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade,corporate
57,"BlackRock, Inc.",6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade,corporate
58,Costco Wholesale Corporation,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade,corporate
59,Domino's Pizza,6,3,2,Governing Pays; Where did the money go?,capitol_trade; oge_trade; opioid_vendor,corporate
60,Grady Memorial Hospital,6,3,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_oh; nursing_home,corporate
61,Intel,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade,corporate
62,Intuit,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade,corporate
63,Mercy Health - Lourdes Hospital,6,3,2,Where did the money go?; Who's protecting patients?,faith_hospital; hrsa_340b; opioid_vendor,corporate
64,Netflix,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade,corporate
65,Peloton Interactive,6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh; oge_trade,corporate
66,"Pepsico, Inc.",6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade,corporate
67,"Regeneron Pharmaceuticals, Inc.",6,3,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny; oge_trade,corporate
68,Trinity Health Corporation,6,3,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_oh; nursing_home,corporate
69,United Memorial Medical Center,6,3,2,Where did the money go?; Who's protecting patients?,faith_hospital; hrsa_340b; ida_ny,corporate
70,"Walmart, Inc.",6,3,2,Governing Pays; Where did the money go?,capitol_trade; oge_trade; opioid_vendor,corporate
71,AT&T,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
72,Advocate Trinity Hospital,5,3,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; hrsa_340b; water_epa,corporate
73,Apple Inc.,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
74,Barnes Jewish Hospital,5,3,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; nursing_home; water_epa,corporate
75,Canadian National Railway Co,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; fara_principal; water_epa,corporate
76,Colgate-Palmolive Co.,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
77,Dollar General Corp.,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
78,Dover Corporation,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
79,Exxon Mobil Corp.,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
80,"Honeywell International, Inc.",5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
81,Kimberly-Clark Corp.,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
82,"L3Harris Technologies, Inc.",5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
83,Memorial Medical Center,5,3,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; nursing_home; water_epa,corporate
84,New York City Health and Hospitals Corporation,5,3,2,Governing Pays; Who's protecting patients?,capitol_trade; hrsa_340b; nursing_home,corporate
85,"Rockwell Automation, Inc.",5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
86,ST Francis Medical Center,5,3,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; hrsa_340b; water_epa,corporate
87,ST Joseph Hospital,5,3,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; hrsa_340b; water_epa,corporate
88,Saint Joseph Hospital,5,3,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; hrsa_340b; water_epa,corporate
89,"Tesla, Inc.",5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
90,Texas Instruments Inc,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
91,Xcel Energy Inc,5,3,2,Pollution & Enforcement; Governing Pays,capitol_trade; oge_trade; water_epa,corporate
92,"""""""Lafarge North America, Inc.""""""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
93,"""American Rock Salt, LLC""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
94,"""Cox & Company, Inc.""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
95,"""Midland Asphalt Materials, Inc.""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
96,"""Moog, Inc.""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
97,"""Newchem, Inc.""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
98,"""Nicholas H. Noyes Memorial Hospital, Inc.""",5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
99,"""Steuben Foods, Inc.""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
100,"""Sweeteners Plus, Inc""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
101,"""Tri-Supreme Optical, LLC""",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
102,ABB,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
103,AIDS Action Coalition of Huntsville,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
104,API Heat Transfer,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
105,Accelerated Learning Center,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
106,Ada Township,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
107,Advancepierre Foods,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
108,Agc Flat Glass North America,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
109,Akzo Nobel Coatings,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
110,Albany Medical Center Hospital,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
111,Albrecht,5,2,2,Governing Pays; Where did the money go?,fara; ida_oh,corporate
112,Alcoa,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
113,"Aletheia House, Inc.",5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
114,Allina Health System,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,corporate
115,Alstom Transportation Inc.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
116,"AltaPointe Health Systems, Inc.",5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
117,American Electric Power,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
118,American Financial Group,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
119,American Packaging Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
120,American Trim,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
121,Amg Vanadium,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
122,Amneal Pharmaceuticals,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
123,Anchor Glass Container,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
124,Andersons,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
125,Anheuser Busch LLC,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
126,Annex Charter School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
127,Anomatic Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
128,Antrim County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
129,"Aptargroup, Inc.",5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
130,Arcelormittal Tubular Products USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
131,Archbold Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
132,Arlington City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
133,Arvinmeritor,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
134,Asotin County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
135,Athens Village,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
136,Atlantic City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
137,Atricure,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
138,Auld Technologies,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
139,"AvalonBay Communities, Inc.",5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
140,Baldwin County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
141,Ball Corporation,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
142,Basf Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
143,Bay Mills Indian Community,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
144,Bayer Materialscience,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
145,Becker County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
146,Bent County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid_vendor,government
147,Benton County,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,government
148,Bethany,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
149,Bluffton Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
150,Bothell City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
151,Boundary County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
152,Bowling Green State University,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,education
153,Bridgeport,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
154,Bridgestone,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
155,Broadwater County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
156,Broome County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
157,Buena Vista,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
158,CVS,5,2,2,Pollution & Enforcement; Where did the money go?,opioid_vendor; water_epa,corporate
159,Caci International Inc.,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
160,Cahaba Medical Care Foundation,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
161,Calgon Carbon Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
162,Calumet City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
163,Camden City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
164,Campbell Soup Supply,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
165,Capital Health Services,5,2,2,Where did the money go?; Who's protecting patients?,ida_oh; nursing_home,corporate
166,Carbondale,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
167,"Cargill, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
168,Carlisle Construction Materials Incorporated,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
169,Carousel Center Co LP,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
170,Carter County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
171,Castle Rock,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
172,Cayuga Medical Center at Ithaca,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
173,Cbiz,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
174,Ccl Label,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
175,Cencora Inc,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,corporate
176,Central High School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
177,Champion Home Builders Co.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
178,Charlton Heston Academy,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
179,Chemtron Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
180,Chewy,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
181,Chickasaw County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
182,City of Anderson,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
183,City of Bowie,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
184,City of Bridgeport,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
185,City of Cameron,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
186,City of Columbia,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
187,City of Detroit,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
188,City of Dunbar,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
189,City of Florence,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
190,City of Gary,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
191,City of Glen Dale,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
192,City of Havre de Grace,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
193,City of Henderson,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
194,City of Huntington,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
195,City of Jacksonville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
196,City of Mitchell,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
197,City of North Charleston,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
198,City of Pennsboro,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
199,City of Petersburg,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
200,City of Portland,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
201,City of Rochester,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
202,City of Shelby,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
203,City of St. Albans,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
204,City of Wellsburg,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
205,City of Wheeling,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
206,Clark County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
207,Clarkston City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
208,Clear Creek County,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
209,Clinton County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
210,Coca Cola Refreshments USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
211,Coeymans Recycling Center LLC,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
212,Coltene Whaledent,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
213,Columbia County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
214,Columbia Gas Transmission,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
215,Columbia Memorial Hospital,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
216,Community Healthcare Network,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
217,Conagra Foods Packaged Foods,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
218,Consolidated Grain and Barge,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
219,Constellation Brands Inc,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
220,Contitech USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
221,"CoreWeave, Inc.",5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
222,Corvac Composites,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
223,Cowlitz County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
224,Crocs,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
225,Crown Holdings Inc.,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
226,Csx Transportation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
227,"Curran Renewable Energy, LLC",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
228,Dalton City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
229,Days Creek Charter School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
230,Defiance City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
231,Dekalb County Government,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid_vendor,government
232,Delta County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
233,Denver Health and Hospital Authority,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid_vendor,government
234,Des Moines City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
235,Desert Star Community School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
236,Discover Financial Services,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
237,Dover Chemical,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
238,Dover Town,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
239,Dresden Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
240,Dupage County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
241,EPR Properties,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
242,Eastman Kodak Company,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
243,Eaton Aeroquip,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
244,Echols County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
245,Empire Town,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
246,Englewood City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
247,Exel,5,2,2,Governing Pays; Where did the money go?,fara_principal; ida_oh,corporate
248,Fancher Chair Co. Inc.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
249,Federal Express Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
250,"Feldmeier Equipment, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
251,Ferro Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
252,First Solar,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
253,Fort Recovery Industries,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
254,Frito Lay,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
255,Galion City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
256,Gallatin County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
257,Garden City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
