rank,name,score,source_count,category_count,categories,sources,entity_type
542,University of Cincinnati,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,education
543,Unverferth Manufacturing Company,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
544,Upper Carmen Public Charter School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
545,Upper Great Lakes Family Health Center,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
546,Vail Rubber Works,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
547,Vam USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
548,Van Wert City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
549,Veeva Systems,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
550,"Vestal Asphalt, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
551,Veyance Technologies,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
552,Voith Hydro,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
553,Vuzix Corporation,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
554,"Wal-Mart Stores, Inc.",5,2,2,Governing Pays; Where did the money go?,ida_ny; oge_trade,corporate
555,Walla Walla County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
556,Watertown City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
557,Wauseon City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
558,Wayfair LLC,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
559,Wayne Dalton,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
560,Wayne Hospital Company,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_oh,corporate
561,Weidmann Electrical Technology,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
562,Wenatchee City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
563,Westcare Kentucky INC,5,2,2,Pollution & Enforcement; Where did the money go?,opioid_vendor; water_epa,corporate
564,Western New York Energy,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
565,Weston,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
566,Whitehall,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
567,Whiting Door Manufacturing,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
568,"Widex USA, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
569,Willamette Leadership Academy,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
570,Woodbridge,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
571,Woodbury,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
572,Woodbury City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
573,Woodstock,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
574,Worth County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
575,Xylem Inc,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
576,"""Piping Rock Health Products, LLC""",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
577,"""RD America, LLC""",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
578,5280 High School,4,2,1,Where did the money go?,charter_school; opioid_vendor,corporate
579,AGCO Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
580,Abbott Northwestern Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
581,Ace Hardware Corporation,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
582,Advocate Christ Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
583,Agilent Technologies Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
584,Air Canada,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
585,Alcohol & Drug Abuse Services,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
586,Alhambra Unified School District,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,education
587,Allegheny County Health Department,4,2,1,Where did the money go?,opioid; opioid_vendor,government
588,Alton Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
589,American Treatment Network,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
590,Amrize LTD,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
591,Anne Arundel County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
592,Archer-Daniels-Midland Co,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
593,Arkema,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
594,Armstrong World Industries Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
595,Armstrong-Indiana- Clarion Drug and Alcohol Commission,4,2,1,Where did the money go?,opioid; opioid_vendor,government
596,Array Technologies INC,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
597,"Avon Products, Inc.",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
598,Axalta Coating Systems Ltd,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
599,Baltimore County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
600,Beauregard Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
601,Benderson Development Company,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
602,Berks County Jail,4,2,1,Where did the money go?,opioid; opioid_vendor,government
603,Bio-Rad Laboratories Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
604,"Blair County Drug & Alcohol Program, Inc",4,2,1,Where did the money go?,opioid; opioid_vendor,government
605,Bon Secours ST Francis Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; water_epa,corporate
606,Bon Secours Southside Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; water_epa,corporate
607,Bradford/Sullivan SCA,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
608,Brigham and Women's Faulkner Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
609,British Airways,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
610,Brookfield Corporation,4,2,1,Where did the money go?,ida_ny; opioid,corporate
611,"Bucks County Drug and Alcohol Commission, Inc",4,2,1,Where did the money go?,opioid; opioid_vendor,government
612,Bunge Ltd,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
613,Butler County Prison,4,2,1,Where did the money go?,opioid; opioid_vendor,government
614,CMS Energy Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
615,CMSU Behavioral Health & Developmental Services,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
616,California Steel Industries INC,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
617,Cambria County Drug & Alcohol Program,4,2,1,Where did the money go?,opioid; opioid_vendor,government
618,Carbon-Monroe- Pike Drug & Alcohol,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
619,Caroline County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
620,Carpenter Technology Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
621,Carroll County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
622,Cecil County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
623,Cen Clear Child Services,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
624,Centre County Drug and Alcohol,4,2,1,Where did the money go?,opioid; opioid_vendor,government
625,Centura Health-st Anthony Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; water_epa,corporate
626,Chaffee County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
627,Charter School for Applied Technologies,4,2,1,Where did the money go?,charter_school; ida_ny,corporate
628,Children Service Center/Robinson Counseling Services,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
629,Cintas Corporation No 2,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
630,City Mission,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
631,City of Houston,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,government
632,City of Oakland,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,government
633,City of Philadelphia Office of Homeless Services,4,2,1,Where did the money go?,opioid; opioid_vendor,government
634,City of Rockville,4,2,1,Where did the money go?,opioid; opioid_vendor,government
635,Clean Harbors Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
636,Clearfield County Jail,4,2,1,Where did the money go?,opioid; opioid_vendor,government
637,Cmsu,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
638,Coherent Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
639,Columbiana County,4,2,1,Where did the money go?,ida_oh; opioid,government
640,Columbus McKinnon Corp,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
641,Commonwealth of Virginia,4,2,2,Governing Pays; Who's protecting patients?,capitol_trade; nursing_home,government
642,Community Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
643,Cornerstone Care,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
644,Countryside Estates INC,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
645,County of Chester Dept. of Drug and Alcohol Services,4,2,1,Where did the money go?,opioid; opioid_vendor,government
646,County of San Diego,4,2,2,Governing Pays; Who's protecting patients?,capitol_trade; nursing_home,government
647,Cumberland County Prison,4,2,1,Where did the money go?,opioid; opioid_vendor,government
648,Cumberland-Perry Drug & Alcohol Commission,4,2,1,Where did the money go?,opioid; opioid_vendor,government
649,Cytokinetics INC,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
650,Darling Ingredients Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
651,Dbhs,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
652,Delaware County Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
653,Domtar CORP,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
654,Donaldson Co Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
655,Douglas County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
656,EL AL Israel Airlines,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
657,East Orange General Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
658,Ecolab Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
659,Edwards Lifesciences Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
660,Ellis Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
661,Entegris Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
662,Essex Group Incorporated,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
663,Faith Lutheran Church,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
664,Family Scholar House,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
665,First Presbyterian Church,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
666,First Transit Inc.,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
667,Flushing Hospital Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
668,Forge Investments LP,4,2,2,Governing Pays; Who's protecting patients?,capitol_trade; nursing_home,corporate
669,Franklin County,4,2,1,Where did the money go?,ida_oh; opioid,government
670,Franklin Fulton County SCA,4,2,1,Where did the money go?,opioid; opioid_vendor,government
671,Frederick County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
672,Fremont County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
673,Fulton Co Family Partnership / Project SAAFE Coalition,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
674,Fulton County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
675,GE Aerospace,4,2,2,Pollution & Enforcement; Governing Pays,oge_trade; water_epa,corporate
676,Garrett County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
677,Gateway Rehabilitation Center,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
678,Global Concepts Charter School,4,2,1,Where did the money go?,charter_school; ida_ny,corporate
679,Goodrich Corporation,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
680,"Great Lakes Cheese Co., Inc.",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
681,Harford County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
682,Hasbro Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
683,Hexcel Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
684,Hitachi America LTD,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
685,Homestead Village INC,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
686,Hormel Foods Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
687,Howard County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
688,Huron Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
689,"Icc, LLC",4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
690,Infinera Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
691,Ingredion Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
692,International Flavors & Fragrances Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
693,Iowa Methodist Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
694,Iowa State University,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,education
695,John Bean Technologies Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
696,Johns Hopkins Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
697,Johnson Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
698,Juniata Valley Tri- County Drug & Alcohol Abuse Commission,4,2,1,Where did the money go?,opioid; opioid_vendor,government
699,Juniata Valley TriCounty Drug & Alcohol Abuse Commission/Juniata Valley Behavioral & Developmental Services,4,2,1,Where did the money go?,opioid; opioid_vendor,government
700,Kudu Creative LLC,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
701,Lakeview Corporation,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
702,Lancaster County Prison,4,2,1,Where did the money go?,opioid; opioid_vendor,government
703,Larimer County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
704,Las Animas / Huerfano Counties District Health Department,4,2,1,Where did the money go?,opioid; opioid_vendor,government
705,Lawrence County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
706,Lebanon County Correctional Facility,4,2,1,Where did the money go?,opioid; opioid_vendor,government
707,Lehigh County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
708,Loyola University Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
709,Luzerne County Correctional Facility/Wellpath,4,2,1,Where did the money go?,opioid; opioid_vendor,government
710,MGM Resorts International,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
711,Magnolia Gardens LLC,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
712,Maimonides Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
713,Mainehealth Stephens Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
714,Massachusetts General Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
715,Mazak CORP,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
716,McCormick & Co Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
717,"McNees Strategic Solutions Group, LLC.",4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
718,"Mcneill, John",4,2,2,Governing Pays; Who's protecting patients?,fara; nursing_home,corporate
719,Meadowlark Counseling,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
720,"Medline Industries, Inc.",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
721,Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
722,Mercer County District Attorney's Office,4,2,1,Where did the money go?,opioid; opioid_vendor,government
723,Meritus Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
724,Microchip Technology Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
725,Micron Technology Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
726,Modoc Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
727,Montgomery County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
728,Montgomery County Department of Health and Human Service,4,2,1,Where did the money go?,opioid; opioid_vendor,government
729,"Mre Holdings, INC",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
730,North Shore Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
731,Northampton County Fiscal Affairs,4,2,1,Where did the money go?,opioid; opioid_vendor,government
732,O'connor Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
733,ON Semiconductor Corp,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
734,Ochsner Medical Center - Kenner LLC,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
735,Old Dominion Freight Line Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
736,Olin Corp.,4,2,2,Pollution & Enforcement; Governing Pays,oge_trade; water_epa,corporate
737,Opelousas General Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
738,Pacific Gas & Electric Co,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
739,Packaging Corp Of America,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
740,Patrick Industries Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
741,Peru,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
742,Philadelphia Water Department,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,government
743,Pike County Correctional Facility,4,2,1,Where did the money go?,opioid; opioid_vendor,government
744,Pittsburgh Water and Sewer Authority,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,government
745,Portland International Airport,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
746,Potter County Human Services,4,2,1,Where did the money go?,opioid; opioid_vendor,government
747,Prince George's County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
748,Providence Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
749,"Pyrotek, Inc.",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
750,Quasar Energy Group,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
751,Quest Diagnostics Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
752,Regional Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; water_epa,corporate
753,Regional Transportation District,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
754,"Richmond, City of",4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
755,Rideout Memorial Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
756,Riley County Community Corrections,4,2,1,Where did the money go?,opioid; opioid_vendor,government
757,Robert White,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
758,"Rolling Frito-Lay Sales, LP",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
759,Rolling Meadows,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
760,SCA and Prison,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
761,Saint Francis Community & Residential Services,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
762,Saint Michael's Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; water_epa,corporate
763,San Joaquin General Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
764,Sanofi,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
765,Schneider National INC,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
766,Schuylkill County Prison/Prime Care,4,2,1,Where did the money go?,opioid; opioid_vendor,government
767,"Service Access Management, Inc.",4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
768,"Seward, City of",4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
769,Sgs North America Inc.,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
770,Singing River Gulfport,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
771,Skyworks Solutions Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
772,Snap-On Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
773,Snyder County Probation,4,2,1,Where did the money go?,opioid; opioid_vendor,government
774,Sonoco Products Co,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
775,Southern Illinois University,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
776,Southern Illinois University School of Medicine,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
777,"Specialty Retailers, Inc.",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
778,St. Elizabeth Hospital,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
779,St. Mary's County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
780,St. Marys Cement INC,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
781,State of Connecticut,4,2,2,Governing Pays; Who's protecting patients?,capitol_trade; nursing_home,government
782,State of Wisconsin,4,2,2,Governing Pays; Who's protecting patients?,capitol_trade; nursing_home,government
783,Steel Dynamics Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
784,Stoneridge,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
785,Substance Abuse Center of Kansas,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
786,Sullivan County Government,4,2,1,Where did the money go?,opioid; opioid_vendor,government
787,Susquehanna County Opioid Taskforce,4,2,1,Where did the money go?,opioid; opioid_vendor,government
788,Swedish Medical Center,4,2,2,Pollution & Enforcement; Who's protecting patients?,faith_hospital; water_epa,corporate
789,TE Connectivity Ltd,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
790,Talbot County,4,2,1,Where did the money go?,opioid; opioid_vendor,government
791,Tap Air Portugal,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
792,Team LC DUI,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
793,The Cedar House Foundation,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
794,The Center for Counseling & Consultation,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
795,The Coca-Cola Co,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
796,The Dannon Company,4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
797,The University of Kansas Health System,4,2,1,Where did the money go?,opioid; opioid_vendor,education
798,Third Judicial District of Kansas,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
799,Touro Infirmary,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
800,Town of Bel Air,4,2,1,Where did the money go?,opioid; opioid_vendor,government
801,Town of Northeast,4,2,1,Where did the money go?,opioid; opioid_vendor,government
802,Toyota Motor Sales,4,2,2,Pollution & Enforcement; Governing Pays,fara_principal; water_epa,corporate
803,Tug River Health Association,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,corporate
804,Tyson Foods Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
805,UPMC Western Behavioral Health at Safe Harbor,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
806,Unified Government Public Health Department,4,2,1,Where did the money go?,opioid; opioid_vendor,government
807,Universal Health Services INC,4,2,2,Governing Pays; Who's protecting patients?,capitol_trade; nursing_home,corporate
808,University of Illinois,4,2,2,Pollution & Enforcement; Who's protecting patients?,hrsa_340b; water_epa,education
809,Valeo Behavioral Health Care,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
810,Valvoline Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
811,Venango County Prison,4,2,1,Where did the money go?,opioid; opioid_vendor,government
812,Veterans Home of California,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
813,Vicor CORP,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
814,Villa Feliciana Medical Complex,4,2,2,Pollution & Enforcement; Who's protecting patients?,nursing_home; water_epa,corporate
815,"W & C, LLC",4,2,1,Where did the money go?,ida_ny; ida_oh,corporate
816,Washington State University,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,education
817,Waste Connections Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
818,Waste Management Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
819,West Branch Drug and Alcohol,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
820,West Pharmaceutical Services Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
821,Westmoreland county department of community relations and prevention,4,2,1,Where did the money go?,opioid; opioid_vendor,government
822,Weyerhaeuser Co,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
823,Woodward Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
824,XPO Logistics Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
825,York Opioid Collaboriative,4,2,1,Where did the money go?,opioid; opioid_vendor,corporate
